iata,lon,iso,status,name,continent,type,lat,size
STZ,-50.45,BR,1,Santa Terezinha Airport,SA,airport,-10.300278,small
IRZ,-64.996025,BR,1,Tapuruquara Airport,SA,airport,-0.380296,small
AZL,,BR,1,,SA,airport,,small
QHN,-46.405556,BR,1,Taguatinga Airport,SA,airport,-12.438889,small
SQM,-50.216667,BR,1,,SA,airport,-13.316667,small
VLP,-51.122223,BR,1,Vila Rica Airport,SA,airport,-10.015556,small
MBK,-54.932777,BR,1,Regional Orlando Villas Boas Airport,SA,airport,-10.0575,small
NOK,-52.34861,BR,1,Xavantina Airport,SA,airport,-14.690278,small
AHL,-59.316666,GY,1,Aishalton Airport,SA,airport,2.483333,small
NAI,-59,GY,1,Annai Airport,SA,airport,3.75,small
BMJ,-60,GY,1,Baramita Airport,SA,airport,6.75,small
GFO,-58.583332,GY,1,Bartica A Airport,SA,airport,6.416667,small
GEO,-58.25308,GY,1,Cheddi Jagan International Airport,SA,airport,6.503833,medium
OGL,-58.10521,GY,1,Ogle Airport,SA,airport,6.807733,small
IMB,-60.283333,GY,1,Imbaimadai Airport,SA,airport,5.716667,small
KAR,-60.61667,GY,1,Kamarang Airport,SA,airport,5.883333,small
KRM,-59.316666,GY,1,Karanambo Airport,SA,airport,3.75,small
KRG,-59.516666,GY,1,Karasabai Airport,SA,airport,4.016667,small
KTO,-59.816666,GY,1,Kato Airport,SA,airport,4.65,small
LUB,-59.433334,GY,1,Lumid Pau Airport,SA,airport,2.4,small
LTM,-59.79,GY,1,Lethem Airport,SA,airport,3.371667,medium
USI,-59.833332,GY,1,Mabaruma Airport,SA,airport,8.166667,small
MHA,-59.15,GY,1,Mahdia Airport,SA,airport,5.25,small
MYM,-59.63333,GY,1,Monkey Mountain Airport,SA,airport,4.6,small
QSX,,GY,1,New Amsterdam Airport,SA,airport,,small
ORJ,-60.033333,GY,1,Orinduik Airport,SA,airport,4.716667,small
PRR,-61.05,GY,1,Paruma Airport,SA,airport,5.8,small
YNG,-80.66972,US,1,Youngstown Warren Regional Airport,NA,airport,41.25611,medium
ANU,-61.76389,AG,1,V.C. Bird International Airport,NA,airport,17.108334,medium
BBQ,-61.765,AG,1,Codrington Airport,NA,airport,17.555555,small
BGI,-59.487835,BB,1,Sir Grantley Adams International Airport,NA,airport,13.080732,medium
DCF,-61.333332,DM,1,Canefield Airport,NA,airport,15.5,medium
DOM,-61.309166,DM,1,Melville Hall Airport,NA,airport,15.543056,medium
DSD,-61.016666,GP,1,,NA,airport,16.333332,small
BBR,-61.739445,GP,1,Baillif Airport,NA,airport,16.01639,small
SFC,-61.283333,GP,1,,NA,airport,16.25,small
YHF,-83.683334,CA,1,,NA,airport,49.716667,medium
YHU,-73.6,CA,1,,NA,airport,45.5,medium
SBH,-62.85,BL,1,Gustaf III Airport,NA,airport,17.9,medium
GBJ,-61.266666,GP,1,Les Bases Airport,NA,airport,15.866667,medium
YRI,-69.53333,CA,1,,NA,airport,47.833332,medium
LSS,-61.576668,GP,1,Terre-de-Haut Airport,NA,airport,15.866944,small
GND,-61.78611,GD,1,Point Salines International Airport,NA,airport,12.004167,medium
CRU,-61.47222,GD,1,Lauriston Airport,NA,airport,12.475,small
STT,-64.969444,VI,1,Cyril E. King Airport,NA,airport,18.3375,medium
STX,-64.798615,VI,1,Henry E Rohlsen Airport,NA,airport,17.701944,medium
ARE,-66.675835,PR,1,Antonio Nery Juarbe Pol Airport,NA,airport,18.45,medium
BQN,-67.13,PR,1,Rafael Hernandez Airport,NA,airport,18.495832,medium
VQS,-65.48803,PR,1,Vieques Airport,NA,airport,18.134089,small
CPX,-65.30368,PR,1,Benjamin Rivera Noriega Airport,NA,airport,18.31255,small
FAJ,-65.50222,PR,1,Diego Jimenez Torres Airport,NA,airport,18.338888,medium
SIG,-66.09971,PR,1,Fernando Luis Ribas Dominicci Airport,NA,airport,18.456001,medium
MAZ,-67.14889,PR,1,Eugenio Maria De Hostos Airport,NA,airport,18.257778,medium
PSE,-66.563545,PR,1,Mercedita Airport,NA,airport,18.010702,medium
SJU,-66.004684,PR,1,Luis Munoz Marin International Airport,NA,airport,18.437403,large
SKB,-62.71397,KN,1,Robert L. Bradshaw International Airport,NA,airport,17.310843,medium
NEV,-62.5925,KN,1,Vance W. Amory International Airport,NA,airport,17.205,medium
SLU,-60.99441,LC,1,George F. L. Charles Airport,NA,airport,14.020417,medium
UVF,-60.95222,LC,1,Hewanorra International Airport,NA,airport,13.735556,medium
NBE,10.438611,TN,1,Enfidha Zine El Abidine Ben Ali International Airport,AF,airport,36.075832,large
AUA,-70.013885,AW,1,Queen Beatrix International Airport,NA,airport,12.502222,medium
BON,-68.27687,AN,1,Flamingo International Airport,NA,airport,12.133403,medium
CUR,-68.95706,AN,1,Hato International Airport,NA,airport,12.184615,medium
EUX,-62.97778,AN,1,F. D. Roosevelt Airport,NA,airport,17.493055,medium
SXM,-63.11406,AN,1,Princess Juliana International Airport,NA,airport,18.044722,large
SAB,-63.216667,AN,1,Juancho E. Yrausquin Airport,NA,airport,17.65,small
AXA,-63.066666,AI,1,Wallblake Airport,NA,airport,18.216667,medium
MNI,-62.233334,MS,1,John A. Osborne Airport,NA,airport,16.75,medium
TAB,-60.839684,TT,1,Tobago-Crown Point Airport,NA,airport,11.152541,medium
POS,-61.339413,TT,1,Piarco International Airport,NA,airport,10.602089,medium
NGD,-64.3,VG,1,Captain Auguste George Airport,NA,airport,18.716667,small
EIS,-64.54278,VG,1,Terrance B. Lettsome International Airport,NA,airport,18.44389,medium
VIJ,-64.427734,VG,1,Virgin Gorda Airport,NA,airport,18.45027,small
BR-,,BR,,Tucuma Airport,SA,closed,,
BQU,-61.264168,VC,1,J F Mitchell Airport,NA,airport,12.986667,medium
CIW,-61.316666,VC,1,Canouan Airport,NA,airport,12.7,medium
MQS,-61.181946,VC,1,Mustique Airport,NA,airport,12.888333,medium
UNI,-61,VC,1,Union Island International Airport,NA,airport,13.5,medium
SVD,-61.21038,VC,1,E. T. Joshua Airport,NA,airport,13.14604,medium
CMJ,119.416664,TW,1,Chi Mei Airport,AS,airport,23.25,small
TWH,,US,1,Two Harbors Amphibious Terminal,NA,seaplanes,,
BDA,-64.70115,BM,1,L.F. Wade International International Airport,NA,airport,32.35994,medium
GIT,32.2,TZ,1,Geita Airport,AF,airport,-2.8,small
LUY,-7.551944,TZ,1,Lushoto Airport,AF,airport,43.015,small
ALA,77.01145,KZ,1,Almaty Airport,AS,airport,43.346653,large
BXH,75.01667,KZ,1,Balkhash Airport,AS,airport,46.88333,medium
BXJ,76.95,KZ,1,Boralday Airport,AS,airport,43.5,small
TSE,71.4612,KZ,1,Astana International Airport,AS,airport,51.02781,large
KOV,69.4,KZ,1,Kokshetau Airport,AS,airport,53.316666,medium
PPK,69.183334,KZ,1,Petropavlosk South Airport,AS,airport,54.783333,medium
DMB,71.304596,KZ,1,Taraz Airport,AS,airport,42.855373,medium
UAE,144.65,PG,1,Mount Aue Airport,OC,airport,-6.233333,small
FRU,74.46945,KG,1,Manas International Airport,AS,airport,43.05358,large
OSS,72.78648,KG,1,Osh Airport,AS,airport,40.60769,medium
CIT,69.6,KZ,1,Shymkent Airport,AS,airport,42.3,medium
DZN,67.73333,KZ,1,Zhezkazgan Airport,AS,airport,47.7,medium
KGF,73.32836,KZ,1,Sary-Arka Airport,AS,airport,49.67526,large
KZO,65.59288,KZ,1,Kzyl-Orda Southwest Airport,AS,airport,44.712223,small
URA,51.538563,KZ,1,Uralsk Airport,AS,airport,51.15371,medium
EKB,75.21667,KZ,1,Ekibastuz Airport,AS,airport,51.583332,medium
UKK,82.5056,KZ,1,Ust-Kamennogorsk Airport,AS,airport,50.025723,medium
PWQ,77.066666,KZ,1,Pavlodar Airport,AS,airport,52.183334,medium
DLX,,KZ,1,Semipalatinsk Airport,AS,airport,,medium
SCO,51.1,KZ,1,Aktau Airport,AS,airport,43.86667,medium
GUW,51.829556,KZ,1,Atyrau Airport,AS,airport,47.122814,medium
AKX,57.211403,KZ,1,Aktobe Airport,AS,airport,50.249336,medium
AYK,66.96667,KZ,1,Arkalyk North Airport,AS,airport,50.316666,small
KSN,63.55,KZ,1,Kostanay West Airport,AS,airport,53.2,medium
GYD,50.05039,AZ,1,Heydar Aliyev International Airport,AS,airport,40.462486,large
KVD,46.316666,AZ,1,Ganja Airport,AS,airport,40.733334,medium
NAJ,45.45889,AZ,1,Nakhchivan Airport,AS,airport,39.190277,medium
GBB,47.719048,AZ,1,Gabala International Airport,AS,airport,40.82116,medium
ZTU,46.664787,AZ,1,Zaqatala International Airport,AS,airport,41.56166,small
LWN,43.833332,AM,1,Gyumri Shirak Airport,AS,airport,40.716667,medium
EVN,44.39805,AM,1,Zvartnots International Airport,AS,airport,40.15272,large
ADH,125.4061,RU,1,Aldan Airport,AS,airport,58.601215,small
YKS,129.75006,RU,1,Yakutsk Airport,AS,airport,62.085606,medium
CNN,124.88333,RU,1,Chulman Airport,AS,airport,56.9,medium
ULK,114.83152,RU,1,Lensk Airport,AS,airport,60.72248,medium
PYJ,112.05,RU,1,Polyarny Airport,AS,airport,66.416664,medium
MJZ,114.03333,RU,1,Mirny Airport,AS,airport,62.533333,medium
CKH,147.88333,RU,1,Chokurdakh Airport,AS,airport,70.63333,medium
CYX,161.35,RU,1,Cherskiy Airport,AS,airport,68.75,medium
IKS,128.9,RU,1,Tiksi Airport,AS,airport,71.7,medium
ENK,-7.633333,RU,1,Zyryanka Airport,AS,airport,54.35,medium
OYG,31.716667,UG,1,Moyo Airport,AF,airport,3.65,small
YUM,-114.599266,US,1,Yuma MCAS/Yuma International Airport,NA,airport,32.668606,medium
KUT,42.7,GE,1,Kopitnari Airport,AS,airport,42.25,medium
BUS,41.600555,GE,1,Batumi International Airport,AS,airport,41.610832,medium
SUI,41.11667,GE,1,Sukhumi Dranda Airport,AS,airport,42.86667,medium
TBS,44.958958,GE,1,Tbilisi International Airport,AS,airport,41.674065,large
BQS,127.4,RU,1,Ignatyevo Airport,AS,airport,50.416668,medium
GDG,125.8,RU,1,Magdagachi Airport,AS,airport,53.466667,small
TYD,124.73333,RU,1,Tynda Airport,AS,airport,55.283333,small
KHV,135.16861,RU,1,Khabarovsk-Novy Airport,AS,airport,48.524563,medium
KXK,136.95,RU,1,Komsomolsk-on-Amur Airport,AS,airport,50.4,medium
DYR,177.75,RU,1,Ugolny Airport,AS,airport,64.73333,medium
PVS,-173.24333,RU,1,Provideniya Bay Airport,EU,airport,64.38333,medium
GDX,150.71666,RU,1,Sokol Airport,AS,airport,59.916668,medium
PWE,170.6,RU,1,Pevek Airport,AS,airport,69.78333,medium
BQG,140.44833,RU,1,Bogorodskoye Airport,EU,airport,52.378334,small
OHO,143.05,RU,1,Okhotsk Airport,AS,airport,59.416668,medium
PKC,158.65,RU,1,Yelizovo Airport,AS,airport,53.016666,medium
OHH,142.88333,RU,1,Okha Airport,AS,airport,53.516666,small
EKS,-111.65034,RU,1,Shakhtyorsk Airport,AS,airport,45.267853,small
DEE,145.683,RU,1,Mendeleyevo Airport,AS,airport,43.9584,small
ZZO,142.75,RU,1,Zonalnoye Airport,AS,airport,50.666668,small
UUS,142.75,RU,1,Yuzhno-Sakhalinsk Airport,AS,airport,46.966667,medium
VVO,132.14075,RU,1,Vladivostok International Airport,AS,airport,43.378574,medium
HTA,113.3,RU,1,Chita-Kadala Airport,AS,airport,52.033333,medium
BTK,101.816666,RU,1,Bratsk Airport,AS,airport,56.36667,medium
UIK,102.55,RU,1,Ust-Ilimsk Airport,AS,airport,58.13333,small
IKT,104.35607,RU,1,Irkutsk Airport,AS,airport,52.273308,medium
ODO,114.2425,RU,1,Bodaybo Airport,AS,airport,57.86639,small
ERG,108.03,RU,1,Yerbogachen Airport,AS,airport,61.275,small
UKX,105.73333,RU,1,Ust-Kut Airport,AS,airport,56.85,medium
UUD,107.5,RU,1,Ulan-Ude Airport (Mukhino),AS,airport,51.833332,medium
UJE,165.66667,MH,1,Ujae Atoll Airport,OC,airport,9.083333,small
UJN,,KR,1,Uljin Airport,AS,airport,,small
KBP,30.895206,UA,1,Boryspil International Airport,EU,airport,50.341244,large
DOK,37.75,UA,1,Donetsk International Airport,EU,airport,48.083332,large
KRQ,37.61667,UA,1,Kramatorsk Airport,EU,airport,48.716667,small
MPW,37.451187,UA,1,Mariupol International Airport,EU,airport,47.078846,medium
SEV,38.55,UA,1,Sievierodonetsk Airport,EU,airport,48.9,small
VSG,39.333332,UA,1,Luhansk International Airport,EU,airport,48.566666,medium
ERD,36.783333,UA,1,Berdyansk Airport,EU,airport,46.733334,small
DNK,35.09446,UA,1,Dnipropetrovsk International Airport,EU,airport,48.36874,medium
OZH,35.315834,UA,1,Zaporizhzhia International Airport,EU,airport,47.8675,medium
KWG,33.216667,UA,1,Kryvyi Rih International Airport,EU,airport,48.05,medium
UKS,33.576668,UA,1,Belbek Airport,EU,airport,44.691666,medium
SIP,33.99819,UA,1,Simferopol International Airport,EU,airport,45.020657,large
KHC,36.45,UA,1,Kerch Airport,EU,airport,45.36667,small
UKH,,OM,1,Mukhaizna Airport,AS,airport,,small
HRK,36.281185,UA,1,Kharkiv International Airport,EU,airport,49.92078,large
PLV,34.533333,UA,1,Suprunovka Airport,EU,airport,49.583332,small
UMY,34.783333,UA,1,Sumy Airport,EU,airport,50.933334,small
CKC,32,UA,1,Cherkasy International Airport,EU,airport,49.416668,medium
KGO,32.3,UA,1,Kirovograd Airport,EU,airport,48.55,small
IEV,30.450832,UA,1,Kiev Zhuliany International Airport,EU,airport,50.401943,medium
GML,,UA,1,Gostomel Airport,EU,airport,,medium
UCK,25.333332,UA,1,Lutsk Airport,EU,airport,50.75,small
HMJ,27,UA,1,Khmelnytskyi Airport,EU,airport,49.416668,medium
IFO,24.707565,UA,1,Ivano-Frankivsk International Airport,EU,airport,48.887535,medium
LWO,23.955318,UA,1,Lviv International Airport,EU,airport,49.816418,medium
CWC,25.966667,UA,1,Chernivtsi International Airport,EU,airport,48.266666,medium
RWN,26.15,UA,1,Rivne International Airport,EU,airport,50.6,medium
TNL,25.6,UA,1,Ternopil International Airport,EU,airport,49.566666,small
UDJ,22.273214,UA,1,Uzhhorod International Airport,EU,airport,48.63762,medium
KHE,32.51268,UA,1,Chernobayevka Airport,EU,airport,46.67822,small
NLV,31.916668,UA,1,Mykolaiv International Airport,EU,airport,47.05,medium
ODS,30.676718,UA,1,Odessa International Airport,EU,airport,46.44101,large
VIN,28.6112,UA,1,Vinnytsia/Gavyryshivka Airport,EU,airport,49.243427,small
ARH,40.711903,RU,1,Talagi Airport,EU,airport,64.594795,medium
NNM,53.15,RU,1,Naryan Mar Airport,EU,airport,67.61667,medium
CSH,35.733334,RU,1,Solovki Airport,EU,airport,65.02944,small
CEE,38.066666,RU,1,Cherepovets Airport,EU,airport,59.283333,medium
AMV,61.55,RU,1,Amderma Airport,AS,airport,69.76667,medium
ULH,38.116653,SA,1,Majeed Bin Abdulaziz Airport,AS,airport,26.480862,medium
KSZ,46.7,RU,1,Kotlas Airport,EU,airport,61.233334,medium
LED,30.3083,RU,1,Pulkovo Airport,EU,airport,59.806084,large
KVK,33.583332,RU,1,Kirovsk-Apatity Airport,EU,airport,67.583336,small
MMK,32.759155,RU,1,Murmansk Airport,EU,airport,68.785095,medium
NVR,,RU,,Novgorod Airport,EU,closed,,
VLU,30.616667,RU,1,Velikiye Luki Airport,EU,airport,56.38333,medium
PKV,28.3,RU,1,Pskov Airport,EU,airport,57.816666,medium
PES,34.333332,RU,1,Petrozavodsk Airport,EU,airport,61.683334,medium
RVH,,RU,,Rzhevka Airport,EU,closed,,
VGD,39.95,RU,1,Vologda Airport,EU,airport,59.283333,medium
BQT,23.883333,BY,1,Brest Airport,EU,airport,52.11667,medium
GME,31.017895,BY,1,Gomel Airport,EU,airport,52.526073,medium
VTB,30.366667,BY,1,Vitebsk East Airport,EU,airport,55.13333,medium
KGD,20.586645,RU,1,Khrabrovo Airport,EU,airport,54.882656,medium
GNA,24.053905,BY,1,Hrodna Airport,EU,airport,53.6058,medium
MHP,27.55,BY,1,Minsk 1 Airport,EU,airport,53.85,medium
MSQ,28.032442,BY,1,Minsk International Airport,EU,airport,53.889725,large
MVQ,30.133333,BY,1,Mogilev Airport,EU,airport,53.95,medium
ABA,91.5,RU,1,Abakan Airport,AS,airport,53.716667,medium
BAX,83.547646,RU,1,Barnaul Airport,AS,airport,53.361088,medium
KEJ,86.11623,RU,1,Kemerovo Airport,AS,airport,55.280567,medium
EIE,92.11667,RU,1,Yeniseysk Airport,AS,airport,58.466667,medium
KJA,92.48286,RU,1,Yemelyanovo Airport,AS,airport,56.18113,large
ACS,90.566666,RU,1,Achinsk Airport,AS,airport,56.266666,medium
KYZ,94.46667,RU,1,Kyzyl Airport,AS,airport,51.7,medium
OVB,82.667,RU,1,Tolmachevo Airport,AS,airport,55.00901,medium
OMS,73.3167,RU,1,Omsk Central Airport,AS,airport,54.957455,medium
TOF,84.96667,RU,1,Bogashevo Airport,AS,airport,56.5,medium
NOZ,87.166664,RU,1,Spichenkovo Airport,AS,airport,53.75,medium
DKS,80.36667,RU,1,Dikson Airport,AS,airport,73.51667,medium
HTG,102.5,RU,1,Khatanga Airport,AS,airport,71.96667,medium
IAA,86.63333,RU,1,Igarka Airport,AS,airport,67.433334,medium
NSK,87.339806,RU,1,Norilsk-Alykel Airport,AS,airport,69.32312,medium
AAQ,37.3466,RU,1,Anapa Airport,EU,airport,45.00166,medium
EIK,,RU,1,Yeysk Airport,EU,airport,,medium
GDZ,38.016666,RU,1,Gelendzhik Airport,EU,airport,44.566666,medium
KRR,39.139004,RU,1,Krasnodar International Airport,EU,airport,45.034138,medium
MCX,47.65611,RU,1,Uytash Airport,EU,airport,42.82095,medium
MRV,43.085815,RU,1,Mineralnyye Vody Airport,EU,airport,44.218105,medium
NAL,43.7,RU,1,Nalchik Airport,EU,airport,43.533333,medium
OGZ,44.6,RU,1,Beslan Airport,EU,airport,43.2,medium
IGT,45.01261,RU,1,Magas Airport,EU,airport,43.322124,medium
STW,42.00833,RU,1,Stavropol Shpakovskoye Airport,EU,airport,45.333332,medium
ROV,39.75,RU,1,Rostov-na-Donu Airport,EU,airport,47.25,medium
VLK,42.083332,RU,1,Volgodonsk Airport,EU,airport,47.683334,medium
AER,39.941105,RU,1,Sochi International Airport,EU,airport,43.44884,large
ASF,47.999977,RU,1,Astrakhan Airport,EU,airport,46.2877,medium
ESL,44.332966,RU,1,Elista Airport,EU,airport,46.370594,medium
VOG,44.354805,RU,1,Volgograd International Airport,EU,airport,48.792,medium
AHT,,US,,Amchitka Army Airfield,NA,closed,,
CEK,61.51235,RU,1,Chelyabinsk Balandino Airport,AS,airport,55.297504,medium
MQF,59.066666,RU,1,Magnitogorsk International Airport,EU,airport,53.45,medium
SLY,66.6,RU,1,Salekhard Airport,AS,airport,66.583336,medium
YMK,73.59573,RU,1,Mys Kamenny Airport,AS,airport,68.46843,small
UEN,,RU,1,Urengoy Airport,EU,airport,,small
EZV,65.04485,RU,1,Berezovo Airport,AS,airport,63.924583,medium
HMA,69.09714,RU,1,Khanty Mansiysk Airport,AS,airport,61.02613,medium
IRM,64.433945,RU,1,Igrim Airport,AS,airport,63.200756,small
NYA,65.60563,RU,1,Nyagan Airport,AS,airport,62.101074,medium
OVS,63.601887,RU,1,Sovetskiy Airport,AS,airport,61.33209,medium
URJ,64.833336,RU,1,Uray Airport,AS,airport,60.11667,medium
EYK,66.70121,RU,1,Beloyarskiy Airport,AS,airport,63.696682,medium
IJK,53.456528,RU,1,Izhevsk Airport,EU,airport,56.83045,medium
KVX,49.35,RU,1,Pobedilovo Airport,EU,airport,58.5,medium
NYM,72.71667,RU,1,Nadym Airport,AS,airport,65.48333,medium
NUX,76.522835,RU,1,Novy Urengoy Airport,AS,airport,66.07335,medium
NJC,76.49145,RU,1,Nizhnevartovsk Airport,AS,airport,60.9476,medium
RAT,,RU,,Raduzhny Airport,AS,closed,,
PEE,56.01918,RU,1,Bolshoye Savino Airport,EU,airport,57.920025,medium
KGP,74.53361,RU,1,Kogalym International Airport,AS,airport,62.19583,medium
NFG,73.05,RU,1,Nefteyugansk Airport,AS,airport,61.13333,medium
NOJ,75.29459,RU,1,Noyabrsk Airport,AS,airport,63.17673,medium
SGC,73.40953,RU,1,Surgut Airport,AS,airport,61.339916,medium
SVX,60.804314,RU,1,Koltsovo Airport,AS,airport,56.750336,large
TOX,68.23333,RU,1,Tobolsk Airport,AS,airport,58.13333,small
TJM,65.35024,RU,1,Roshchino International Airport,AS,airport,57.181828,medium
KRO,65.413185,RU,1,Kurgan Airport,AS,airport,55.474228,medium
ASB,58.366978,TM,1,Ashgabat Airport,AS,airport,37.984184,medium
KRW,53.012672,TM,1,Turkmenbashi Airport,AS,airport,40.056156,medium
MYP,61.833332,TM,1,Mary Airport,AS,airport,37.666668,medium
TAZ,59.966667,TM,1,Da?oguz Airport,AS,airport,41.833332,medium
CRZ,63.61667,TM,1,Turkmenabat Airport,AS,airport,39.083332,medium
DYU,68.81728,TJ,1,Dushanbe Airport,AS,airport,38.54894,medium
TJU,69.80666,TJ,1,Kulob Airport,AS,airport,37.988335,medium
LBD,69.6965,TJ,1,Khudzhand Airport,AS,airport,40.219887,medium
KQT,68.86513,TJ,1,Qurghonteppa International Airport,AS,airport,37.865623,medium
AZN,72.3,UZ,1,Andizhan Airport,AS,airport,40.733334,small
FEG,71.73361,UZ,1,Fergana Airport,AS,airport,40.350277,small
NMA,71.6,UZ,1,Namangan Airport,AS,airport,40.983334,small
NCU,59.63333,UZ,1,Nukus Airport,AS,airport,42.483334,small
UGC,60.63303,UZ,1,Urgench Airport,AS,airport,41.584835,medium
NVI,65.159164,UZ,1,Navoi Airport,AS,airport,40.115,small
BHK,64.47479,UZ,1,Bukhara Airport,AS,airport,39.76037,medium
KSQ,65.773056,UZ,1,Karshi Khanabad Airport,AS,airport,38.8025,small
AFS,64.233055,UZ,1,Sugraly Airport,AS,airport,41.61361,small
SKD,66.99085,UZ,1,Samarkand Airport,AS,airport,39.696217,medium
TMJ,67.318954,UZ,1,Termez Airport,AS,airport,37.280502,medium
TAS,69.26619,UZ,1,Tashkent International Airport,AS,airport,41.262714,large
KMW,40.933334,RU,1,Kostroma Sokerkino Airport,EU,airport,57.75,medium
BKA,37.966667,RU,1,Bykovo Airport,EU,airport,55.433334,medium
IWA,40.944546,RU,1,Ivanovo South Airport,EU,airport,56.942955,medium
RYB,38.86667,RU,1,Staroselye Airport,EU,airport,58.13333,medium
BZK,34.333332,RU,1,Bryansk Airport,EU,airport,53.266666,medium
DME,37.899494,RU,1,Domodedovo International Airport,EU,airport,55.414566,large
IAR,40.160892,RU,1,Tunoshna Airport,EU,airport,57.559753,small
SVO,37.416573,RU,1,Sheremetyevo International Airport,EU,airport,55.966324,large
KLD,35.916668,RU,1,Migalovo Air Base,EU,airport,56.916668,medium
EGO,36.65,RU,1,Belgorod International Airport,EU,airport,50.63333,medium
URS,36.266666,RU,1,Kursk East Airport,EU,airport,51.75,medium
LPK,39.53822,RU,1,Lipetsk Airport,EU,airport,52.70341,medium
VOZ,39.226997,RU,1,Voronezh International Airport,EU,airport,51.812355,medium
OEL,36.1,RU,1,Oryol Yuzhny Airport,EU,airport,52.983334,medium
TBW,41.433334,RU,1,Donskoye Airport,EU,airport,52.716667,medium
RZN,39.583332,RU,1,Turlatovo Airport,EU,airport,54.63333,small
VKO,37.2921,RU,1,Vnukovo International Airport,EU,airport,55.60315,medium
UCT,53.8,RU,1,Ukhta Airport,EU,airport,63.566666,medium
INA,60.1,RU,1,Inta Airport,AS,airport,66.066666,medium
PEX,57.13333,RU,1,Pechora Airport,EU,airport,65.11667,medium
USK,57.4,RU,1,Usinsk Airport,EU,airport,65.95,medium
VKT,63.9952,RU,1,Vorkuta Airport,AS,airport,67.48624,medium
UTS,52.2,RU,1,Ust-Tsylma Airport,EU,airport,65.433334,medium
SCW,50.766666,RU,1,Syktyvkar Airport,EU,airport,61.666668,medium
GOJ,43.789764,RU,1,Nizhny Novgorod International Airport,EU,airport,56.218613,medium
UUA,52.816666,RU,1,Bugulma Airport,EU,airport,54.61667,medium
KZN,49.29824,RU,1,Kazan International Airport,EU,airport,55.60844,medium
NBC,52.092438,RU,1,Begishevo Airport,EU,airport,55.56379,medium
JOK,47.9,RU,1,Yoshkar-Ola Airport,EU,airport,56.716667,medium
CSY,47.266666,RU,1,Cheboksary Airport,EU,airport,56.13333,medium
ULV,48.226665,RU,1,Ulyanovsk Baratayevka Airport,EU,airport,54.268333,medium
ULY,48.216667,RU,1,Ulyanovsk East Airport,EU,airport,54.266666,medium
REN,55.4567,RU,1,Orenburg Central Airport,EU,airport,51.79105,medium
OSW,58.566666,RU,1,Orsk Airport,EU,airport,51.2,medium
PEZ,45.02305,RU,1,Penza Airport,EU,airport,53.11852,medium
SKX,45.2161,RU,1,Saransk Airport,EU,airport,54.127632,medium
BWO,47.75,RU,1,Balakovo Airport,EU,airport,51.86667,medium
RTW,46.066666,RU,1,Saratov Central Airport,EU,airport,51.566666,medium
BCX,58.333332,RU,1,Beloretsk Airport,EU,airport,53.933334,small
NEF,54.35,RU,1,Neftekamsk Airport,EU,airport,56.1,small
OKT,53.38333,RU,1,Oktyabrskiy Airport,EU,airport,54.433334,small
UFA,55.884544,RU,1,Ufa International Airport,EU,airport,54.565403,large
KUF,50.14742,RU,1,Kurumoch International Airport,EU,airport,53.50782,large
FZB,,UY,1,Fray Bentos Airport,SA,airport,,small
RCH,-72.924446,UY,1,Rocha Airport,SA,airport,11.529167,small
DIU,70.916664,IN,1,Diu Airport,AS,airport,20.716667,small
AMD,72.62417,IN,1,Sardar Vallabhbhai Patel International Airport,AS,airport,23.06639,medium
AKD,77.083336,IN,1,Akola Airport,AS,airport,20.666668,medium
IXU,75.39721,IN,1,Aurangabad Airport,AS,airport,19.866465,medium
BOM,72.87497,IN,1,Chhatrapati Shivaji International Airport,AS,airport,19.095509,large
PAB,76.833336,IN,1,Bilaspur Airport,AS,airport,31.316668,medium
BHJ,69.670555,IN,1,Bhuj Airport,AS,airport,23.2875,medium
IXG,74.61833,IN,1,Belgaum Airport,AS,airport,15.858611,medium
BDQ,73.2157,IN,1,Vadodara Airport,AS,airport,22.329077,medium
BHO,77.34177,IN,1,Bhopal Airport,AS,airport,23.284761,medium
BHU,72.18444,IN,1,Bhavnagar Airport,AS,airport,21.755,medium
NMB,72.95,IN,1,Daman Airport,AS,airport,20.416668,medium
GUX,77.316666,IN,1,Guna Airport,AS,airport,24.666668,medium
GOI,73.83983,IN,1,Dabolim Airport,AS,airport,15.384534,large
HBX,75.08608,IN,1,Hubli Airport,AS,airport,15.358738,medium
IDR,75.80944,IN,1,Devi Ahilyabai Holkar Airport,AS,airport,22.728651,medium
JLR,79.925,IN,1,Jabalpur Airport,AS,airport,22.666668,medium
JGA,70.01195,IN,1,Jamnagar Airport,AS,airport,22.463333,medium
IXY,70.104164,IN,1,Kandla Airport,AS,airport,23.11111,medium
HJR,79.91642,IN,1,Khajuraho Airport,AS,airport,24.818747,medium
KLH,74.333336,IN,1,Kolhapur Airport,AS,airport,16.666668,medium
IXK,70.270836,IN,1,Keshod Airport,AS,airport,21.319445,medium
NDC,77.316666,IN,1,Nanded Airport,AS,airport,19.183332,medium
NAG,79.05636,IN,1,Dr. Babasaheb Ambedkar International Airport,AS,airport,21.090036,medium
ISK,73.811264,IN,1,Gandhinagar Airport,AS,airport,19.966942,medium
PNQ,73.920555,IN,1,Pune Airport,AS,airport,18.581388,medium
PBD,69.656944,IN,1,Porbandar Airport,AS,airport,21.647223,medium
RTC,73.316666,IN,1,Ratnagiri Airport,AS,airport,17,medium
